ProID,Info,,time,Vol.,
,,,4.080000e-07,4.380000e-01,
,,,4.160000e-07,4.380000e-01,
,,,4.240000e-07,4.380000e-01,
,,,4.320000e-07,4.380000e-01,
,,,4.400000e-07,4.380000e-01,
,,,4.480000e-07,4.380000e-01,
,,,4.560000e-07,4.380000e-01,
,,,4.640000e-07,4.380000e-01,
,,,4.720000e-07,4.380000e-01,
,,,4.800000e-07,4.380000e-01,
,,,4.880000e-07,4.380000e-01,
,,,4.960000e-07,4.380000e-01,
,,,5.040000e-07,4.380000e-01,
,,,5.120000e-07,4.380000e-01,
,,,5.200000e-07,4.380000e-01,
,,,5.280000e-07,4.380000e-01,
,,,5.360000e-07,4.380000e-01,
,,,5.440000e-07,4.380000e-01,
,,,5.520000e-07,4.380000e-01,
,,,5.600000e-07,4.380000e-01,
,,,5.680000e-07,4.380000e-01,
,,,5.760000e-07,4.380000e-01,
,,,5.840000e-07,4.380000e-01,
,,,5.920000e-07,4.380000e-01,
,,,6.000000e-07,4.380000e-01,
,,,6.080000e-07,4.380000e-01,
,,,6.160000e-07,4.380000e-01,
,,,6.240000e-07,4.380000e-01,
,,,6.320000e-07,4.380000e-01,
,,,6.400000e-07,4.380000e-01,
,,,6.480000e-07,4.380000e-01,
,,,6.560000e-07,4.380000e-01,
,,,6.640000e-07,4.380000e-01,
,,,6.720000e-07,4.380000e-01,
,,,6.800000e-07,4.380000e-01,
,,,6.880000e-07,4.380000e-01,
,,,6.960000e-07,4.380000e-01,
,,,7.040000e-07,4.380000e-01,
,,,7.120000e-07,4.380000e-01,
,,,7.200000e-07,4.380000e-01,
,,,7.280000e-07,4.380000e-01,
,,,7.360000e-07,4.380000e-01,
,,,7.440000e-07,4.380000e-01,
,,,7.520000e-07,4.380000e-01,
,,,7.600000e-07,4.380000e-01,
,,,7.680000e-07,4.380000e-01,
,,,7.760000e-07,4.380000e-01,
,,,7.840000e-07,4.380000e-01,
,,,7.920000e-07,4.380000e-01,
,,,8.000000e-07,4.380000e-01,
,,,8.080000e-07,4.380000e-01,
,,,8.160000e-07,4.380000e-01,
,,,8.240000e-07,4.380000e-01,
,,,8.320000e-07,4.380000e-01,
,,,8.400000e-07,4.380000e-01,
,,,8.480000e-07,4.380000e-01,
,,,8.560000e-07,4.380000e-01,
,,,8.640000e-07,4.380000e-01,
,,,8.720000e-07,4.380000e-01,
,,,8.800000e-07,4.380000e-01,
,,,8.880000e-07,4.380000e-01,
,,,8.960000e-07,4.380000e-01,
,,,9.040000e-07,4.380000e-01,
,,,9.120000e-07,4.380000e-01,
,,,9.200000e-07,4.380000e-01,
,,,9.280000e-07,4.380000e-01,
,,,9.360000e-07,4.380000e-01,
,,,9.440000e-07,4.380000e-01,
,,,9.520000e-07,4.380000e-01,
,,,9.600000e-07,4.380000e-01,
,,,9.680000e-07,4.380000e-01,
,,,9.760000e-07,4.380000e-01,
,,,9.840000e-07,4.380000e-01,
,,,9.920000e-07,4.380000e-01,
,,,1.000000e-06,4.380000e-01,
,,,1.008000e-06,4.380000e-01,
,,,1.016000e-06,4.380000e-01,
,,,1.024000e-06,4.380000e-01,
,,,1.032000e-06,4.380000e-01,
,,,1.040000e-06,4.380000e-01,
,,,1.048000e-06,4.380000e-01,
,,,1.056000e-06,4.380000e-01,
,,,1.064000e-06,4.380000e-01,
,,,1.072000e-06,4.380000e-01,
,,,1.080000e-06,4.380000e-01,
,,,1.088000e-06,4.380000e-01,
,,,1.096000e-06,4.380000e-01,
,,,1.104000e-06,4.380000e-01,
,,,1.112000e-06,4.380000e-01,
,,,1.120000e-06,4.380000e-01,
,,,1.128000e-06,4.380000e-01,
,,,1.136000e-06,4.380000e-01,
,,,1.144000e-06,4.380000e-01,
,,,1.152000e-06,4.380000e-01,
,,,1.160000e-06,4.380000e-01,
,,,1.168000e-06,4.380000e-01,
,,,1.176000e-06,4.380000e-01,
,,,1.184000e-06,4.380000e-01,
,,,1.192000e-06,4.380000e-01,
,,,1.200000e-06,4.380000e-01,
,,,1.208000e-06,4.380000e-01,
,,,1.216000e-06,4.380000e-01,
,,,1.224000e-06,4.380000e-01,
,,,1.232000e-06,4.380000e-01,
,,,1.240000e-06,4.380000e-01,
,,,1.248000e-06,4.380000e-01,
,,,1.256000e-06,4.380000e-01,
,,,1.264000e-06,4.380000e-01,
,,,1.272000e-06,4.380000e-01,
,,,1.280000e-06,4.380000e-01,
,,,1.288000e-06,4.380000e-01,
,,,1.296000e-06,4.380000e-01,
,,,1.304000e-06,4.380000e-01,
,,,1.312000e-06,4.380000e-01,
,,,1.320000e-06,4.380000e-01,
,,,1.328000e-06,4.380000e-01,
,,,1.336000e-06,4.380000e-01,
,,,1.344000e-06,4.380000e-01,
,,,1.352000e-06,4.380000e-01,
,,,1.360000e-06,4.380000e-01,
,,,1.368000e-06,4.380000e-01,
,,,1.376000e-06,4.380000e-01,
,,,1.384000e-06,4.380000e-01,
,,,1.392000e-06,4.380000e-01,
,,,1.400000e-06,4.380000e-01,
,,,1.408000e-06,4.380000e-01,
,,,1.416000e-06,4.380000e-01,
,,,1.424000e-06,4.380000e-01,
,,,1.432000e-06,4.380000e-01,
,,,1.440000e-06,4.380000e-01,
,,,1.448000e-06,4.380000e-01,
,,,1.456000e-06,4.380000e-01,
,,,1.464000e-06,4.380000e-01,
,,,1.472000e-06,4.380000e-01,
,,,1.480000e-06,4.380000e-01,
,,,1.488000e-06,4.380000e-01,
,,,1.496000e-06,4.380000e-01,
,,,1.504000e-06,4.380000e-01,
,,,1.512000e-06,4.380000e-01,
,,,1.520000e-06,4.380000e-01,
,,,1.528000e-06,4.380000e-01,
,,,1.536000e-06,4.380000e-01,
,,,1.544000e-06,4.380000e-01,
,,,1.552000e-06,4.380000e-01,
,,,1.560000e-06,4.420000e-01,
,,,1.568000e-06,4.380000e-01,
,,,1.576000e-06,4.380000e-01,
,,,1.584000e-06,4.380000e-01,
,,,1.592000e-06,4.380000e-01,
,,,1.600000e-06,4.380000e-01,
,,,1.608000e-06,4.380000e-01,
,,,1.616000e-06,4.380000e-01,
,,,1.624000e-06,4.380000e-01,
,,,1.632000e-06,4.380000e-01,
,,,1.640000e-06,4.380000e-01,
,,,1.648000e-06,4.380000e-01,
,,,1.656000e-06,4.380000e-01,
,,,1.664000e-06,4.380000e-01,
,,,1.672000e-06,4.380000e-01,
,,,1.680000e-06,4.380000e-01,
,,,1.688000e-06,4.380000e-01,
,,,1.696000e-06,4.380000e-01,
,,,1.704000e-06,4.380000e-01,
,,,1.712000e-06,4.380000e-01,
,,,1.720000e-06,4.380000e-01,
,,,1.728000e-06,4.380000e-01,
,,,1.736000e-06,4.380000e-01,
,,,1.744000e-06,4.380000e-01,
,,,1.752000e-06,4.380000e-01,
,,,1.760000e-06,4.380000e-01,
,,,1.768000e-06,4.380000e-01,
,,,1.776000e-06,4.380000e-01,
,,,1.784000e-06,4.380000e-01,
,,,1.792000e-06,4.380000e-01,
,,,1.800000e-06,4.380000e-01,
,,,1.808000e-06,4.380000e-01,
,,,1.816000e-06,4.380000e-01,
,,,1.824000e-06,4.380000e-01,
,,,1.832000e-06,4.380000e-01,
,,,1.840000e-06,4.380000e-01,
,,,1.848000e-06,4.380000e-01,
,,,1.856000e-06,4.380000e-01,
,,,1.864000e-06,4.380000e-01,
,,,1.872000e-06,4.380000e-01,
,,,1.880000e-06,4.380000e-01,
,,,1.888000e-06,4.380000e-01,
,,,1.896000e-06,4.380000e-01,
,,,1.904000e-06,4.380000e-01,
,,,1.912000e-06,4.380000e-01,
,,,1.920000e-06,4.380000e-01,
,,,1.928000e-06,4.380000e-01,
,,,1.936000e-06,4.380000e-01,
,,,1.944000e-06,4.380000e-01,
,,,1.952000e-06,4.380000e-01,
,,,1.960000e-06,4.380000e-01,
,,,1.968000e-06,4.380000e-01,
,,,1.976000e-06,4.380000e-01,
,,,1.984000e-06,4.380000e-01,
,,,1.992000e-06,4.380000e-01,
,,,2.000000e-06,4.380000e-01,
,,,2.008000e-06,4.380000e-01,
,,,2.016000e-06,4.380000e-01,
,,,2.024000e-06,4.380000e-01,
,,,2.032000e-06,4.380000e-01,
,,,2.040000e-06,4.380000e-01,
,,,2.048000e-06,4.380000e-01,
,,,2.056000e-06,4.380000e-01,
,,,2.064000e-06,4.380000e-01,
,,,2.072000e-06,4.380000e-01,
,,,2.080000e-06,4.380000e-01,
,,,2.088000e-06,4.380000e-01,
,,,2.096000e-06,4.380000e-01,
,,,2.104000e-06,4.380000e-01,
,,,2.112000e-06,4.380000e-01,
,,,2.120000e-06,4.380000e-01,
,,,2.128000e-06,4.380000e-01,
,,,2.136000e-06,4.380000e-01,
,,,2.144000e-06,4.380000e-01,
,,,2.152000e-06,4.380000e-01,
,,,2.160000e-06,4.380000e-01,
,,,2.168000e-06,4.380000e-01,
,,,2.176000e-06,4.380000e-01,
,,,2.184000e-06,4.380000e-01,
,,,2.192000e-06,4.380000e-01,
,,,2.200000e-06,4.380000e-01,
,,,2.208000e-06,4.380000e-01,
,,,2.216000e-06,4.380000e-01,
,,,2.224000e-06,4.380000e-01,
,,,2.232000e-06,4.380000e-01,
,,,2.240000e-06,4.380000e-01,
,,,2.248000e-06,4.380000e-01,
,,,2.256000e-06,4.380000e-01,
,,,2.264000e-06,4.380000e-01,
,,,2.272000e-06,4.380000e-01,
,,,2.280000e-06,4.380000e-01,
,,,2.288000e-06,4.380000e-01,
,,,2.296000e-06,4.380000e-01,
,,,2.304000e-06,4.380000e-01,
,,,2.312000e-06,4.380000e-01,
,,,2.320000e-06,4.380000e-01,
,,,2.328000e-06,4.380000e-01,
,,,2.336000e-06,4.380000e-01,
,,,2.344000e-06,4.380000e-01,
,,,2.352000e-06,4.380000e-01,
,,,2.360000e-06,4.380000e-01,
,,,2.368000e-06,4.380000e-01,
,,,2.376000e-06,4.380000e-01,
,,,2.384000e-06,4.380000e-01,
,,,2.392000e-06,4.380000e-01,
,,,2.400000e-06,4.380000e-01,
,,,2.408000e-06,4.380000e-01,
,,,2.416000e-06,4.380000e-01,
,,,2.424000e-06,4.380000e-01,
,,,2.432000e-06,4.380000e-01,
,,,2.440000e-06,4.380000e-01,
,,,2.448000e-06,4.380000e-01,
,,,2.456000e-06,4.380000e-01,
,,,2.464000e-06,4.380000e-01,
,,,2.472000e-06,4.380000e-01,
,,,2.480000e-06,4.380000e-01,
,,,2.488000e-06,4.380000e-01,
,,,2.496000e-06,4.380000e-01,
,,,2.504000e-06,4.380000e-01,
,,,2.512000e-06,4.380000e-01,
,,,2.520000e-06,4.380000e-01,
,,,2.528000e-06,4.380000e-01,
,,,2.536000e-06,4.380000e-01,
,,,2.544000e-06,4.380000e-01,
,,,2.552000e-06,4.380000e-01,
,,,2.560000e-06,4.380000e-01,
,,,2.568000e-06,4.380000e-01,
,,,2.576000e-06,4.380000e-01,
,,,2.584000e-06,4.380000e-01,
,,,2.592000e-06,4.380000e-01,
,,,2.600000e-06,4.380000e-01,
,,,2.608000e-06,4.380000e-01,
,,,2.616000e-06,4.380000e-01,
,,,2.624000e-06,4.380000e-01,
,,,2.632000e-06,4.380000e-01,
,,,2.640000e-06,4.380000e-01,
,,,2.648000e-06,4.380000e-01,
,,,2.656000e-06,4.380000e-01,
,,,2.664000e-06,4.380000e-01,
,,,2.672000e-06,4.380000e-01,
,,,2.680000e-06,4.380000e-01,
,,,2.688000e-06,4.380000e-01,
,,,2.696000e-06,4.380000e-01,
,,,2.704000e-06,4.380000e-01,
,,,2.712000e-06,4.380000e-01,
,,,2.720000e-06,4.380000e-01,
,,,2.728000e-06,4.380000e-01,
,,,2.736000e-06,4.380000e-01,
,,,2.744000e-06,4.380000e-01,
,,,2.752000e-06,4.380000e-01,
,,,2.760000e-06,4.380000e-01,
,,,2.768000e-06,4.380000e-01,
,,,2.776000e-06,4.380000e-01,
,,,2.784000e-06,4.380000e-01,
,,,2.792000e-06,4.380000e-01,
,,,2.800000e-06,4.380000e-01,
,,,2.808000e-06,4.380000e-01,
,,,2.816000e-06,4.380000e-01,
,,,2.824000e-06,4.380000e-01,
,,,2.832000e-06,4.380000e-01,
,,,2.840000e-06,4.380000e-01,
,,,2.848000e-06,4.380000e-01,
,,,2.856000e-06,4.380000e-01,
,,,2.864000e-06,4.380000e-01,
,,,2.872000e-06,4.380000e-01,
,,,2.880000e-06,4.380000e-01,
,,,2.888000e-06,4.380000e-01,
,,,2.896000e-06,4.380000e-01,
,,,2.904000e-06,4.380000e-01,
,,,2.912000e-06,4.380000e-01,
,,,2.920000e-06,4.380000e-01,
,,,2.928000e-06,4.380000e-01,
,,,2.936000e-06,4.380000e-01,
,,,2.944000e-06,4.380000e-01,
,,,2.952000e-06,4.380000e-01,
,,,2.960000e-06,4.380000e-01,
,,,2.968000e-06,4.380000e-01,
,,,2.976000e-06,4.380000e-01,
,,,2.984000e-06,4.380000e-01,
,,,2.992000e-06,4.380000e-01,
,,,3.000000e-06,4.380000e-01,
,,,3.008000e-06,4.380000e-01,
,,,3.016000e-06,4.380000e-01,
,,,3.024000e-06,4.380000e-01,
,,,3.032000e-06,4.380000e-01,
,,,3.040000e-06,4.380000e-01,
,,,3.048000e-06,4.380000e-01,
,,,3.056000e-06,4.380000e-01,
,,,3.064000e-06,4.380000e-01,
,,,3.072000e-06,4.380000e-01,
,,,3.080000e-06,4.380000e-01,
,,,3.088000e-06,4.380000e-01,
,,,3.096000e-06,4.380000e-01,
,,,3.104000e-06,4.380000e-01,
,,,3.112000e-06,4.380000e-01,
,,,3.120000e-06,4.380000e-01,
,,,3.128000e-06,4.380000e-01,
,,,3.136000e-06,4.380000e-01,
,,,3.144000e-06,4.380000e-01,
,,,3.152000e-06,4.380000e-01,
,,,3.160000e-06,4.380000e-01,
,,,3.168000e-06,4.380000e-01,
,,,3.176000e-06,4.380000e-01,
,,,3.184000e-06,4.380000e-01,
,,,3.192000e-06,4.380000e-01,
,,,3.200000e-06,4.380000e-01,
,,,3.208000e-06,4.380000e-01,
,,,3.216000e-06,4.380000e-01,
,,,3.224000e-06,4.380000e-01,
,,,3.232000e-06,4.380000e-01,
,,,3.240000e-06,4.380000e-01,
,,,3.248000e-06,4.380000e-01,
,,,3.256000e-06,4.380000e-01,
,,,3.264000e-06,4.380000e-01,
,,,3.272000e-06,4.380000e-01,
,,,3.280000e-06,4.380000e-01,
,,,3.288000e-06,4.380000e-01,
,,,3.296000e-06,4.380000e-01,
,,,3.304000e-06,4.380000e-01,
,,,3.312000e-06,4.380000e-01,
,,,3.320000e-06,4.380000e-01,
,,,3.328000e-06,4.380000e-01,
,,,3.336000e-06,4.380000e-01,
,,,3.344000e-06,4.380000e-01,
,,,3.352000e-06,4.380000e-01,
,,,3.360000e-06,4.380000e-01,
,,,3.368000e-06,4.380000e-01,
,,,3.376000e-06,4.380000e-01,
,,,3.384000e-06,4.380000e-01,
,,,3.392000e-06,4.380000e-01,
,,,3.400000e-06,4.380000e-01,
,,,3.408000e-06,4.380000e-01,
,,,3.416000e-06,4.380000e-01,
,,,3.424000e-06,4.380000e-01,
,,,3.432000e-06,4.380000e-01,
,,,3.440000e-06,4.380000e-01,
,,,3.448000e-06,4.380000e-01,
,,,3.456000e-06,4.380000e-01,
,,,3.464000e-06,4.380000e-01,
,,,3.472000e-06,4.380000e-01,
,,,3.480000e-06,4.380000e-01,
,,,3.488000e-06,4.380000e-01,
,,,3.496000e-06,4.380000e-01,
,,,3.504000e-06,4.380000e-01,
,,,3.512000e-06,4.380000e-01,
,,,3.520000e-06,4.380000e-01,
,,,3.528000e-06,4.380000e-01,
,,,3.536000e-06,4.380000e-01,
,,,3.544000e-06,4.380000e-01,
,,,3.552000e-06,4.380000e-01,
,,,3.560000e-06,4.380000e-01,
,,,3.568000e-06,4.380000e-01,
,,,3.576000e-06,4.380000e-01,
,,,3.584000e-06,4.380000e-01,
,,,3.592000e-06,4.380000e-01,
,,,3.600000e-06,4.380000e-01,
,,,3.608000e-06,4.380000e-01,
,,,3.616000e-06,4.380000e-01,
,,,3.624000e-06,4.380000e-01,
,,,3.632000e-06,4.380000e-01,
,,,3.640000e-06,4.380000e-01,
,,,3.648000e-06,4.380000e-01,
,,,3.656000e-06,4.380000e-01,
,,,3.664000e-06,4.380000e-01,
,,,3.672000e-06,4.380000e-01,
,,,3.680000e-06,4.380000e-01,
,,,3.688000e-06,4.380000e-01,
,,,3.696000e-06,4.380000e-01,
,,,3.704000e-06,4.380000e-01,
,,,3.712000e-06,4.380000e-01,
,,,3.720000e-06,4.380000e-01,
,,,3.728000e-06,4.380000e-01,
,,,3.736000e-06,4.380000e-01,
,,,3.744000e-06,4.380000e-01,
,,,3.752000e-06,4.380000e-01,
,,,3.760000e-06,4.380000e-01,
,,,3.768000e-06,4.380000e-01,
,,,3.776000e-06,4.380000e-01,
,,,3.784000e-06,4.380000e-01,
,,,3.792000e-06,4.380000e-01,
,,,3.800000e-06,4.380000e-01,
,,,3.808000e-06,4.380000e-01,
,,,3.816000e-06,4.380000e-01,
,,,3.824000e-06,4.380000e-01,
,,,3.832000e-06,4.380000e-01,
,,,3.840000e-06,4.380000e-01,
,,,3.848000e-06,4.380000e-01,
,,,3.856000e-06,4.380000e-01,
,,,3.864000e-06,4.380000e-01,
,,,3.872000e-06,4.380000e-01,
,,,3.880000e-06,4.380000e-01,
,,,3.888000e-06,4.380000e-01,
,,,3.896000e-06,4.380000e-01,
,,,3.904000e-06,4.380000e-01,
,,,3.912000e-06,4.380000e-01,
,,,3.920000e-06,4.380000e-01,
,,,3.928000e-06,4.380000e-01,
,,,3.936000e-06,4.380000e-01,
,,,3.944000e-06,4.380000e-01,
,,,3.952000e-06,4.380000e-01,
,,,3.960000e-06,4.380000e-01,
,,,3.968000e-06,4.380000e-01,
,,,3.976000e-06,4.380000e-01,
,,,3.984000e-06,4.380000e-01,
,,,3.992000e-06,4.380000e-01,
,,,4.000000e-06,4.380000e-01,
,,,4.008000e-06,4.380000e-01,
,,,4.016000e-06,4.380000e-01,
,,,4.024000e-06,4.380000e-01,
,,,4.032000e-06,4.380000e-01,
,,,4.040000e-06,4.380000e-01,
,,,4.048000e-06,4.380000e-01,
,,,4.056000e-06,4.380000e-01,
,,,4.064000e-06,4.380000e-01,
,,,4.072000e-06,4.380000e-01,
,,,4.080000e-06,4.380000e-01,
,,,4.088000e-06,4.380000e-01,
,,,4.096000e-06,4.380000e-01,
,,,4.104000e-06,4.380000e-01,
,,,4.112000e-06,4.380000e-01,
,,,4.120000e-06,4.380000e-01,
,,,4.128000e-06,4.380000e-01,
,,,4.136000e-06,4.380000e-01,
,,,4.144000e-06,4.380000e-01,
,,,4.152000e-06,4.380000e-01,
,,,4.160000e-06,4.380000e-01,
,,,4.168000e-06,4.380000e-01,
,,,4.176000e-06,4.380000e-01,
,,,4.184000e-06,4.380000e-01,
,,,4.192000e-06,4.380000e-01,
,,,4.200000e-06,4.380000e-01,
,,,4.208000e-06,4.380000e-01,
,,,4.216000e-06,4.380000e-01,
,,,4.224000e-06,4.380000e-01,
,,,4.232000e-06,4.380000e-01,
,,,4.240000e-06,4.380000e-01,
,,,4.248000e-06,4.380000e-01,
,,,4.256000e-06,4.380000e-01,
,,,4.264000e-06,4.380000e-01,
,,,4.272000e-06,4.380000e-01,
,,,4.280000e-06,4.380000e-01,
,,,4.288000e-06,4.380000e-01,
,,,4.296000e-06,4.380000e-01,
,,,4.304000e-06,4.380000e-01,
,,,4.312000e-06,4.380000e-01,
,,,4.320000e-06,4.380000e-01,
,,,4.328000e-06,4.380000e-01,
,,,4.336000e-06,4.380000e-01,
,,,4.344000e-06,4.380000e-01,
,,,4.352000e-06,4.380000e-01,
,,,4.360000e-06,4.380000e-01,
,,,4.368000e-06,4.380000e-01,
,,,4.376000e-06,4.380000e-01,
,,,4.384000e-06,4.380000e-01,
,,,4.392000e-06,4.380000e-01,
,,,4.400000e-06,4.380000e-01,
,,,4.408000e-06,4.380000e-01,
,,,4.416000e-06,4.380000e-01,
,,,4.424000e-06,4.380000e-01,
,,,4.432000e-06,4.380000e-01,
,,,4.440000e-06,4.380000e-01,
,,,4.448000e-06,4.380000e-01,
,,,4.456000e-06,4.380000e-01,
,,,4.464000e-06,4.380000e-01,
,,,4.472000e-06,4.380000e-01,
,,,4.480000e-06,4.380000e-01,
,,,4.488000e-06,4.380000e-01,
,,,4.496000e-06,4.380000e-01,
,,,4.504000e-06,4.380000e-01,
,,,4.512000e-06,4.380000e-01,
,,,4.520000e-06,4.380000e-01,
,,,4.528000e-06,4.380000e-01,
,,,4.536000e-06,4.380000e-01,
,,,4.544000e-06,4.380000e-01,
,,,4.552000e-06,4.380000e-01,
,,,4.560000e-06,4.380000e-01,
,,,4.568000e-06,4.380000e-01,
,,,4.576000e-06,4.380000e-01,
,,,4.584000e-06,4.380000e-01,
,,,4.592000e-06,4.380000e-01,
,,,4.600000e-06,4.380000e-01,
,,,4.608000e-06,4.380000e-01,
,,,4.616000e-06,4.380000e-01,
,,,4.624000e-06,4.380000e-01,
,,,4.632000e-06,4.380000e-01,
,,,4.640000e-06,4.380000e-01,
,,,4.648000e-06,4.380000e-01,
,,,4.656000e-06,4.380000e-01,
,,,4.664000e-06,4.380000e-01,
,,,4.672000e-06,4.380000e-01,
,,,4.680000e-06,4.380000e-01,
,,,4.688000e-06,4.380000e-01,
,,,4.696000e-06,4.380000e-01,
,,,4.704000e-06,4.380000e-01,
,,,4.712000e-06,4.380000e-01,
,,,4.720000e-06,4.380000e-01,
,,,4.728000e-06,4.380000e-01,
,,,4.736000e-06,4.380000e-01,
,,,4.744000e-06,4.380000e-01,
,,,4.752000e-06,4.380000e-01,
,,,4.760000e-06,4.380000e-01,
,,,4.768000e-06,4.380000e-01,
,,,4.776000e-06,4.380000e-01,
,,,4.784000e-06,4.380000e-01,
,,,4.792000e-06,4.380000e-01,
,,,4.800000e-06,4.380000e-01,
,,,4.808000e-06,4.380000e-01,
,,,4.816000e-06,4.380000e-01,
,,,4.824000e-06,4.380000e-01,
,,,4.832000e-06,4.380000e-01,
,,,4.840000e-06,4.380000e-01,
,,,4.848000e-06,4.380000e-01,
,,,4.856000e-06,4.380000e-01,
,,,4.864000e-06,4.380000e-01,
,,,4.872000e-06,4.380000e-01,
,,,4.880000e-06,4.380000e-01,
,,,4.888000e-06,4.380000e-01,
,,,4.896000e-06,4.380000e-01,
,,,4.904000e-06,4.380000e-01,
,,,4.912000e-06,4.380000e-01,
,,,4.920000e-06,4.380000e-01,
,,,4.928000e-06,4.380000e-01,
,,,4.936000e-06,4.380000e-01,
,,,4.944000e-06,4.380000e-01,
,,,4.952000e-06,4.380000e-01,
,,,4.960000e-06,4.380000e-01,
,,,4.968000e-06,4.380000e-01,
,,,4.976000e-06,4.380000e-01,
,,,4.984000e-06,4.380000e-01,
,,,4.992000e-06,4.380000e-01,
,,,5.000000e-06,4.380000e-01,
,,,5.008000e-06,4.380000e-01,
,,,5.016000e-06,4.380000e-01,
,,,5.024000e-06,4.380000e-01,
,,,5.032000e-06,4.380000e-01,
,,,5.040000e-06,4.380000e-01,
,,,5.048000e-06,4.380000e-01,
,,,5.056000e-06,4.380000e-01,
,,,5.064000e-06,4.380000e-01,
,,,5.072000e-06,4.380000e-01,
,,,5.080000e-06,4.380000e-01,
,,,5.088000e-06,4.380000e-01,
,,,5.096000e-06,4.380000e-01,
,,,5.104000e-06,4.380000e-01,
,,,5.112000e-06,4.380000e-01,
,,,5.120000e-06,4.380000e-01,
,,,5.128000e-06,4.380000e-01,
,,,5.136000e-06,4.380000e-01,
,,,5.144000e-06,4.380000e-01,
,,,5.152000e-06,4.380000e-01,
,,,5.160000e-06,4.380000e-01,
,,,5.168000e-06,4.380000e-01,
,,,5.176000e-06,4.380000e-01,
,,,5.184000e-06,4.380000e-01,
,,,5.192000e-06,4.380000e-01,
,,,5.200000e-06,4.380000e-01,
,,,5.208000e-06,4.380000e-01,
,,,5.216000e-06,4.380000e-01,
,,,5.224000e-06,4.380000e-01,
,,,5.232000e-06,4.380000e-01,
,,,5.240000e-06,4.380000e-01,
,,,5.248000e-06,4.380000e-01,
,,,5.256000e-06,4.380000e-01,
,,,5.264000e-06,4.380000e-01,
,,,5.272000e-06,4.380000e-01,
,,,5.280000e-06,4.380000e-01,
,,,5.288000e-06,4.380000e-01,
,,,5.296000e-06,4.380000e-01,
,,,5.304000e-06,4.380000e-01,
,,,5.312000e-06,4.380000e-01,
,,,5.320000e-06,4.380000e-01,
,,,5.328000e-06,4.380000e-01,
,,,5.336000e-06,4.380000e-01,
,,,5.344000e-06,4.380000e-01,
,,,5.352000e-06,4.380000e-01,
,,,5.360000e-06,4.380000e-01,
,,,5.368000e-06,4.380000e-01,
,,,5.376000e-06,4.380000e-01,
,,,5.384000e-06,4.380000e-01,
,,,5.392000e-06,4.380000e-01,
,,,5.400000e-06,4.380000e-01,
,,,5.408000e-06,4.380000e-01,
,,,5.416000e-06,4.380000e-01,
,,,5.424000e-06,4.380000e-01,
,,,5.432000e-06,4.380000e-01,
,,,5.440000e-06,4.380000e-01,
,,,5.448000e-06,4.380000e-01,
,,,5.456000e-06,4.380000e-01,
,,,5.464000e-06,4.380000e-01,
,,,5.472000e-06,4.380000e-01,
,,,5.480000e-06,4.380000e-01,
,,,5.488000e-06,4.380000e-01,
,,,5.496000e-06,4.380000e-01,
,,,5.504000e-06,4.380000e-01,
,,,5.512000e-06,4.380000e-01,
